sentence,label,url
"All England Championships: Another first round defeat for Sindhu. PV Sindhu's poor form continued as she was eliminated in the first round of the All England Championships by Kim Ga Eun. Since her Singapore Open win in July 2022, Sindhu has faced nine first round exits.",True,https://timesofindia.indiatimes.com/sports/badminton/all-england-championships-another-first-round-defeat-for-sindhu/articleshow/118962482.cms
"Millennium Samriddhi, Punawale: New beginnings for every generation, every ambition. Millennium Samriddhi in Punawale, Pune offers a new chapter for families with luxury residences and amenities that cater to all age groups. Celebrated badminton champion PV Sindhu endorses the project, emphasizing dedication and excellence.",True,https://timesofindia.indiatimes.com/business/india-business/millennium-samriddhi-punawale-new-beginnings-for-every-generation-every-ambition/articleshow/119475443.cms
"All England: India pin hopes on Satwik-Chirag pairing. Indian shuttlers face a challenging task at the All England Championships starting in Birmingham, struggling with recent form and few notable victories since 2022.",True,https://timesofindia.indiatimes.com/sports/badminton/all-england-india-pin-hopes-on-satwik-chirag-pairing/articleshow/118873198.cms
"Malvika Bansod goes down in a thriller at Swiss Open, PV Sindhu suffers another first-round exit. Malvika Bansod displayed a remarkable fightback in the first game but ultimately lost to Canada's Michelle Li in a thrilling 65-minute match at the Swiss Open. Despite suffering an early exit, her performance was noteworthy. In other matches, PV Sindhu faced …",True,https://timesofindia.indiatimes.com/sports/badminton/malvika-bansod-goes-down-in-a-thriller-at-swiss-open-pv-sindhu-suffers-another-first-round-exit/articleshow/119244343.cms
"All England Open: Sindhu, Satwiksairaj-Chirag To Lead Indian Challenge. The currently 15th-ranked PV Sindhu will be returning to the court for the first time since January's Indonesia Masters tournament",True,https://sports.ndtv.com/badminton/all-england-open-pv-sindhu-satwiksairaj-rankireddy-chirag-shetty-to-lead-indian-challenge-7896347
"Swiss Open: PV Sindhu Fails In 1st Round, Kidambi Moves To Pre-Quarter. Two-time Olympic medalist and former world champion PV Sindhu made a first-round exit from the ongoing Swiss Open badminton tournament on Wednesday",True,https://sports.ndtv.com/badminton/swiss-open-sindhu-fails-in-first-round-kidambi-moves-to-pre-quarters-7964778
"PV Sindhu, Lakshya Sen Hope To Regain Form At Swiss Open. Star shuttlers PV Sindhu and Lakshya Sen will continue their quest to regain top form when the USD 250,000 Swiss Open gets underway in Basel on Tuesday",True,https://sports.ndtv.com/badminton/sindhu-lakshya-hope-to-regain-form-at-swiss-open-7942941
"India Handed Tough Draw In Badminton Asia Championships. Indias top shuttlers, including Lakshya Sen, were on Tuesday handed a challenging draw in next month's Badminton Asia Championships",True,https://sports.ndtv.com/badminton/india-handed-tough-draw-in-badminton-asia-championships-8010175
"Satwik-Chirag, Lakshya Drop Out Of Top 10 In Latest BWF Rankings. This marks the first time since November 2021 that the pair has fallen outside the top 10, reflecting a turbulent period in their career following their underwhelming performance at the 2024 Paris Olympics.",True,https://sports.ndtv.com/badminton/satwiksairaj-rankireddy-chirag-shetty-lakshya-sen-drop-out-of-top-10-in-latest-bwf-rankings-7899961
"Lakshya Powers Into All England Open Quarters, Malvika Falters In Pre-Quarter. Malvika Bansod's defeat marked the end of India's women's singles campaign at the All England Open Badminton Championships.",True,https://sports.ndtv.com/badminton/lakshya-sen-powers-into-all-england-open-quarters-malvika-bansod-falters-in-pre-quarter-7916461
"Ministers, Athletes Join Mansukh Mandaviya To Mark International Women's Day. To mark Womens Day, Mandaviya, Secretary (Sports) Sujata Chaturvedi and former Olympian and badminton star Pulella Gopichand along with other prominent athletes launched the ASMITA newsletter",True,https://sports.ndtv.com/othersports/ministers-athletes-join-sports-minister-mansukh-mandaviya-in-cycle-rally-to-mark-international-womens-day-7877608
"PV Sindhu to lead Indian challenge at Swiss Open badminton. PV Sindhu, two-time Olympic medalist and 2022 Swiss Open winner, will lead the Indian squad at the Swiss Open badminton tournament in Basel. In the women's singles first round, she will face Malvika Bansod, making it an all-Indian affair.",True,https://economictimes.indiatimes.com/news/sports/pv-sindhu-to-lead-indian-challenge-at-swiss-open-badminton/articleshow/119140623.cms
"Kirana Pro to expand pan-India, launch service in Dubai. Kirana Pro, AI-powered quick commerce grocery platform expanding across India and Dubai with celebrity partnerships and rapid delivery.",True,https://www.thehindubusinessline.com/economy/agri-business/kirana-pro-to-expand-pan-india-launch-service-in-dubai/article69358173.ece
"Swiss Open: Can Sindhu reclaim glory?. Star Indian shuttlers PV Sindhu and Lakshya Sen will spearhead a strong contingent at the USD 250,000 Swiss Open, beginning on Tuesday, aiming to regain top form.",True,https://www.rediff.com/sports/report/swiss-open-can-sindhu-reclaim-glory/20250317.htm
"BWF Rankings: Lakshya, Satwik-Chirag slip. In women's singles, double Olympic medallist PV Sindhu also dropped one place and is now ranked 16th.",True,https://www.rediff.com/sports/report/bwf-rankings-lakshya-satwik-chirag-slip/20250311.htm
Sindhu's Jet-Set Entry Sparks Buzz. P V Sindhu touched down in Birmingham in serious style -- aboard a private jet -- ahead of the prestigious All England Open Badminton Championships 2025.,True,https://www.rediff.com/sports/report/sindhus-jet-set-entry-sparks-buzz/20250310.htm
"Swiss Open: Sidhu ousted; Srikanth, Isharani advance. This is Sindhu's third consecutive first round loss.",True,https://www.rediff.com/sports/report/swiss-open-sidhu-ousted-srikanth-isharani-advance/20250319.htm
"Pregnant GB shooter Mwandumba's twin aims. ""It's not a normal thing people do!"" GB shooter Ruth Mwandumba is competing at the European Championships while six months pregnant with twins.",True,https://www.bbc.com/sport/shooting/articles/c3d8p07kerpo
"Heavyweight boxing legend George Foreman dies aged 76, says family. Boxing heavyweight legend George Forman has died aged 76, according to his family.",True,https://www.bbc.com/news/articles/ckg8ez8201yo
Kildunne starts as England make 13 changes for Wales. England head coach John Mitchell makes 13 changes to his starting XV to face Wales in Saturday's Women's Six Nations game at Principality Stadium.,True,https://www.bbc.com/sport/rugby-union/articles/cn4ye8987w2o
Djokovic reaches Miami final to close on 100th title. Novak Djokovic eases past Grigor Dimitrov to reach his first Miami Open final since 2016 and move within one win of his 100th career ATP title,True,https://www.bbc.com/sport/tennis/articles/cvgwg4n9geko
"Grainger 'frustrated' Britain not hosting more events. Outgoing UK Sport chair Dame Katherine Grainger says it is ""frustrating"" that Britain is not staging more major events over the next decade, warning of ""a big gap"".",True,https://www.bbc.com/sport/articles/c17q4rr152go
"A former Olympic snowboarder makes the FBI's Most Wanted list. Ryan Wedding, a former Canadian Olympic snowboarder-turned-alleged-drug trafficker, ""went from shredding powder on the slopes at the Olympics to distributing powder cocaine,"" the FBI says.",True,https://www.npr.org/2025/03/07/nx-s1-5320945/ryan-wedding-olympic-snowboarder-most-wanted
"NWSL preview: Whether you're new to the National Women's Soccer League, or you've been a fan for its past 12 seasons, here's a preview of what you should watch out for when play kicks off this weekend.",True,https://www.npr.org/2025/03/14/nx-s1-5327404/nwsl-women-season-preview
Lindsay Vonn sets a record straight out of retirement. The decorated skier returned to the sport after six years away due to an injury and has already made a splash.,True,https://www.npr.org/2025/03/24/nx-s1-5338753/lindsay-vonn-sets-a-record-straight-out-of-retirement
"Can Faith Kipyegon break four minutes in the mile? Scientists say yes.. Faith Kipyegon, the fastest female miler in the world, could dip under 4 minutes with an extra boost from pacers.",True,https://www.npr.org/2025/03/01/nx-s1-5313453/can-faith-kipyegon-break-four-minutes-in-the-mile-scientists-say-yes
"Alysa Liu ends long U.S. drought at women's figure skating world championships. ""I don't know how to process this,"" the 19-year-old from Clovis, Calif., said after becoming the first American women's figure skating world champion in nearly two decades.",True,https://www.npr.org/2025/03/29/nx-s1-5344440/alysa-liu-womens-figure-skating-world-championships
"John Feinstein, sports writer and author of 'A Season on the Brink,' dies at 69. Feinstein was comfortable writing fiction and nonfiction, and took on an array of sports, including golf and tennis, but he was known most for his connection to college basketball",True,https://www.npr.org/2025/03/13/g-s1-53748/john-feinstein-dead-obituary
"Savvy Games Group is focused on its own growth instead of reading economic tea leaves | Brian Ward. Savvy Games Group remains focused on investing in growth in games, esports and the Saudi Arabian ecosystem.",True,https://venturebeat.com/games/savvy-games-group-is-focused-on-its-own-growth-instead-of-reading-economic-tea-leaves-brian-ward/
"Kyle Walker's wife held phone while at the wheel. Annie Kilner is told she must drive ""very carefully"" since she now has nine points on her licence.",True,https://www.bbc.com/news/articles/c04z64v99rzo
"Djokovic player union begins legal action against tours. The players' union co-founded by Novak Djokovic begins legal action against tennis' governing bodies, citing ""anti-competitive practices and a blatant disregard for player welfare"".",True,https://www.bbc.com/sport/tennis/articles/cvgpzv7m90xo
'Sport was a big release' - how autism helps Brooksby on court. Jenson Brooksby was diagnosed with severe autism as a young child - and explains why his condition offers some advantages on court.,True,https://www.bbc.com/sport/tennis/articles/c5y09x3ryjko
"Professional players' group likens tennis organizers to a 'cartel' in its lawsuit. The antitrust lawsuit filed by the Professional Tennis Players' Association says the organizations that run the sport hold ""complete control over the players' pay and working conditions.""",True,https://www.npr.org/2025/03/19/g-s1-54649/players-group-antitrust-suit-tennis-organizers
"John Feinstein, sports writer and author of 'A Season on the Brink,' dies at 69. Feinstein was comfortable writing fiction and nonfiction, and took on an array of sports, including golf and tennis, but he was known most for his connection to college basketball",True,https://www.npr.org/2025/03/13/g-s1-53748/john-feinstein-dead-obituary
Women's tennis players are finally getting paid parental leave. Here's what 5 stars have said about getting back into the game after having kids.. The Women's Tennis Association announced Maternity Fund Program on Wednesday. The fund is sponsored by Saudi Arabia's Public Investment Fund.,True,https://www.businessinsider.com/womens-tennis-players-getting-parental-benefits-paid-maternal-leave-2025-3
"Meet Vanessa Trump, Donald Jr.'s ex-wife who is reportedly dating Tiger Woods. Vanessa Trump was married to Donald Trump Jr. from 2005 until 2018. She is now reportedly dating Tiger Woods.",True,https://www.businessinsider.com/vanessa-trump-bio-family-photos
"What an All-Female Team to Summit Denali Can Teach Us About Historic Firsts. A look at historic firsts in American culture offers hope: These long roads will arrive at the destination, writes Cassidy Randall.",True,https://time.com/7267898/all-female-team-denali-historic-firsts-essay/
"Players file suits vs. ATP, WTA: 'Tennis is broken'. Multiple lawsuits were filed Tuesday by the PTPA and 22 players against the ATP, WTA, ITF and ITIA, alleging anti-competitive business practices, monopolizing of professional tennis and systemic abuse.",True,https://www.espn.com/tennis/story/_/id/44301169/players-file-suits-vs-atp-wta-more-cite-unfair-system
"WTA announces paid maternity leave for players. Pregnant women's tennis players can now get 12 months of paid maternity leave, and those who become parents via partner pregnancy, surrogacy or adoption can get two months off with pay, under a program sponsored by the PIF and announced by the WTA.",True,https://www.espn.com/tennis/story/_/id/44136638/women-tennis-players-now-eligible-paid-maternity-leave
Hundred hunt: Djokovic is 1 win from 100th title. Novak Djokovic is one win away from a 100th career singles title after breezing past Grigor Dimitrov to reach the Miami Open final.,True,https://www.espn.com/tennis/story/_/id/44446384/novak-djokovic-miami-open-final-100th-title-sight
"Rose win Unrivaled's first women's 3-on-3 title. Rose beat Vinyl in the Unrivaled championship game, capping the inaugural season of the women's 3-on-3 basketball league.",True,https://www.espn.com/wnba/story/_/id/44296402/rose-win-unrivaled-first-women-3-3-title-vinyl
What Are Those Devices Basketball Players Are Holding on the Sidelines?. Athletes are embracing a new kind of performance enhancer.,True,https://www.mentalfloss.com/basketball-palm-cooling-devices
"ASICS and A.P.C.'s Tennis Collection Is a Smash. Ahead of the European Tennis Tour, ASICS and A.P.C. have joined forces to create a tennis collection of both on-court and off-court fits.",True,https://hypebeast.com/2025/3/a-p-c-apc-asics-tennis-collection-collaboration-release-info
"Craig Green and Fred Perry's Second Collaboration Is an Ode to the Tennis Court. British designer Craig Green and Fred Perry have unveiled their second collaboration, offering three new shirts dyed in hues inspired by the raw materials of the tennis court.  First designed by Wimbledon champion Fred Perry, the cult-favorite garment is imbu…",True,https://hypebeast.com/2025/3/fred-perry-craig-green-polo-shirts-ss25-release-date-info
"Lacoste Played Its Best Match for FW25. Lacoste has opened the final Sunday morning of Paris Fashion Week with a tennis-ready runway at Roland Garros. Attended by a-listers Venus Williams, Sampha, and Adrien Brody, the collection took sportswear to new heights with fresh dashes of luxury.",True,https://hypebeast.com/2025/3/lacoste-fall-winter-2025-paris-fashion-week-menswear-womenswear-runway
"FootJoy by Jon Buscemi Returns for THE PLAYERS Championship. ⁠The latest edition of FootJoy and West Coast fashion designer Jon Buscemi's partnership for THE PLAYERS Championship, the first big tournament of the golf season, nods to golf's nautical traditions while honoring past champion.",True,https://hypebeast.com/2025/3/footjoy-by-jon-buscemi-players-championship-tpc-sawgrass-2025
"5 things I wish I would’ve known before purchasing an Oura Ring. The Oura Ring offers powerful, passive health tracking, but there are other factors of the experience worth considering before buying.",True,https://www.androidauthority.com/before-purchasing-oura-ring-3530600/
CLOT's Take on the adidas Stan Smith Debuts This Summer. Product Name: CLOT x adidas Stan SmithColorways: Footwear White/Green and Cloud Black/Green-Core BlackSKUs: JQ9226 and JQ9227Retail Price: TBCRelease Date: July 2025Retailers: adidasCLOT and adidas have been working together closely.,True,https://hypebeast.com/2025/3/clot-adidas-stan-smith-white-black-jq9226-release-info
"Serena Williams Is Now Part-Owner of WNBA's Toronto Tempo. Serena Williams has officially become a part-owner of Toronto's inaugural WNBA team. Taking to social media to announce her new role, Williams i slated to join the Toronto Tempo ownership group just ahead of its first season.",True,https://hypebeast.com/2025/3/serena-williams-wnba-toronto-tempo-part-owner-announcement
Alcaraz’s Indian Wells three-peat bid on track with Draper next up. Spain's Carlos Alcaraz overcomes Francisco Cerundolo to set up semifinal meeting with Jack Draper at Indian Wells.,True,https://www.aljazeera.com/sports/2025/3/14/alcarazs-indian-wells-three-peat-bid-on-track-with-draper-next-up
"On’s The Roger Footwear Line Modernizing And Growing. Both on the tennis court and off, On’s The Roger footwear line has a fresh sense of purpose (and new models coming).",True,https://www.forbes.com/sites/timnewcomb/2025/03/25/ons-the-roger-footwear-line-modernizing-and-growing/
"Winning Financial Strategies: Lessons From The Tennis Court. Interestingly, these same principles are fundamental in financial planning.",True,https://www.forbes.com/sites/top-financial-security-professional/2025/03/13/winning-financial-strategies-lessons-from-the-tennis-court/
Rafael Nadal Serves Up A New Caribbean Getaway. Forbes Travel Guide talks to the tennis legend and Meliá Hotels International CEO Gabriel Escarrer about the debut of all-suite ZEL Punta Cana resort.,True,https://www.forbes.com/sites/forbestravelguide/2025/03/19/rafael-nadal-serves-up-a-new-caribbean-getaway/
"ATP And WTA Try To Net Gen Z: How Tennis Is Targeting Digital Natives. The WTA and ATP want to capture a Gen Z audience. Rule changes are good, but digital content that resonates is key.",True,https://www.forbes.com/sites/timellis/2025/03/16/atp-and-wta-try-to-net-gen-z-how-tennis-is-targeting-digital-natives/
"Roger Federer-Backed On Holding Expands Global Footprint With 19 New Stores, Crosses $112 Million Apparel Sales Mark. On Holding AG (NYSE:ONON) surpassed the fourth-quarter earnings and revenue expectations while delivering CHF100 million ($112.48 million) in apparel sales in 2024.",True,https://biztoc.com/x/f4825cbb9423340d
Talking a Big Game: The Art of Sports and the Sport of Art. Hyperallergic Editor-in-Chief Hrag Vartanian sits down with curator Jennifer Dunlop Fletcher and critic Seph Rodney to discuss the unexpected intersections of art and athletics.,True,http://hyperallergic.com/998462/talking-a-big-game-the-art-of-sports-and-the-sport-of-art/
"On plots first co-created footwear, apparel collection with Zendaya. Deeper relationships with its celebrity ambassadors, as well as wholesale partners, are in focus as the activewear brand continues to grow sales by double digits.",True,https://www.retaildive.com/news/on-zendaya-first-co-created-collection/741973/
"On The Roger Clubhouse White / Midnight. The 'On The Roger Clubhouse White / Midnight' sneakers represent a seamless blend of innovation and timeless design, crafted in collaboration between On, a cutting-edge Swiss performance brand, and tennis legend Roger Federer.",True,https://www.kicksonfire.com/on-the-roger-clubhouse-white-midnight
"Draper stuns two-time defending champ Alcaraz to reach Indian Wells final. Britain's Jack Draper ended Carlos Alcaraz's bid for a rare Indian Wells ATP Masters three-peat on Saturday, stunning the two-time defending champion 6-1, 0-6, 6-4 to reach the final.",True,https://japantoday.com/category/sports/draper-stuns-two-time-defending-champ-alcaraz-to-reach-indian-wells-final
"Djokovic oozing confidence ahead of century bid. Novak Djokovic stands on the brink of a landmark 100th professional title at the Miami Open, with the Serb saying he is playing his best tennis in a long time.",True,https://japantoday.com/category/sports/djokovic-oozing-confidence-ahead-of-century-bid
Tsitsipas beats Auger-Aliassime to win Dubai final. Stefanos Tsitsipas secures his maiden Dubai Tennis Championships title with a straight-set victory over Felix Auger-Aliassime in the final.,True,https://www.bbc.com/sport/tennis/articles/cm2yexv87rno
"Mirra Andreeva Is Just Getting Started. Louisa Thomas writes about the professional tennis player Mirra Andreeva, who, at seventeen, has joined the ranks of her idols and toppled them.",True,https://www.newyorker.com/sports/sporting-scene/mirra-andreeva-is-just-getting-started
